Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Discount Amount,Cost of Repairs,Total Sales per Employee,PC Market Price,Finance Amount,Credit Score,Channel,Priority,Payment Method,Storage Capacity,Storage Type,RAM,Purchase Date,Ship Date
Africa,Tanzania,Katavi,Mini Tech,3,Acer,Chromebook Spin 311,David,Lowery,(987)428-5819x2567,maryduarte@example.com,Mitchell Atkins,New Sales,27252,32062,924,0,456,27366,5202,502,Online,Low,Finance,500GB,HDD,16GB,3/31/2022,4/8/2022
Africa,Ghana,Brong-Ahafo,KyaSand Tech Gadgets,4,Samsung,Galaxy Book S,Elizabeth,Smith,(599)594-2211,briannacordova@example.net,Jonathan Miller,Returns,24544,27856,969,0,32,27347,19753,438,Offline,Medium,Finance,256GB,HDD,4GB,3/8/2022,N/A
North America,Illinois,Tinley Park,ABC Computers,3,HP,Envy,Robert,Hernandez,001-489-083-9271,dawn93@example.com,Glenda Cohen,Returns,22615,25636,835,0,59,25259,0,511,Online,Medium,Cash,1TB,SSD,4GB,9/1/2021,9/18/2021
North America,California,Santa Ana,S & A Computer Place,10,Acer,Spin 5,Joshua,Terrell,001-113-825-1030x3622,juannavarro@example.net,Alyssa Martinez,Second-hand Sales,21877,26655,418,0,335,25027,33812,821,Offline,High,Finance,1TB,HDD,16GB,7/6/2023,N/A
North America,Illinois,Berwyn,KyaSand Tech Gadgets,8,Microsoft,Surface Studio,Cynthia,Short,(809)399-7684,jhaynes@example.com,Katie Fernandez,Repairs,25396,28182,820,3652,413,27160,0,664,Offline,High,Cash,1TB,SSD,16GB,9/4/2023,N/A
Africa,Ghana,Volta,ABC Computers,9,Lenovo,IdeaPad Flex 5,Ashley,Nelson,-4798,julieromero@example.com,Jessica Morgan,Repairs,18148,21599,432,4974,272,20218,5739,749,Offline,Medium,Finance,1TB,HDD,16GB,8/10/2022,N/A
Africa,Botswana,South-East,Benjis Tech,1,Toshiba,Chromebook,Erik,Mejia,+1-341-480-7347x62436,avasquez@example.com,Sarah Riley,Second-hand Sales,23956,28197,222,0,72,27604,19954,512,Offline,Low,Finance,256GB,SSD,8GB,10/3/2022,N/A
North America,Illinois,Orland Park,CK Tech Store,6,Samsung,Notebook Flash,Lawrence,Dunn,638.564.5068x9971,duranjennifer@example.com,Jason Phillips,Repairs,11659,15641,629,2749,332,12396,0,519,Online,Low,Bank Transfer,1TB,HDD,8GB,2/28/2023,3/25/2023
North America,California,Anaheim,Western International PCs,6,MSI,Modern 15,Michael,Costa,001-950-778-3412,anthonywalker@example.net,Andrew Miranda,Second-hand Sales,14242,17012,556,0,223,14299,0,416,Online,Medium,Cash,500GB,HDD,8GB,2/4/2023,2/19/2023
Africa,Morocco,Agadir-Ida Ou Tanane,ABC Computers,6,Dell,Latitude,Stephen,Harris,2519487031,sextonbrian@example.org,Emma Scott,Returns,13331,17317,300,0,645,15946,0,435,Online,High,Bank Transfer,500GB,HDD,2GB,10/11/2022,10/26/2022
North America,New York,New York,CK Tech Store,5,Asus,Chromebook Flip C434,Mary,Stewart,(527)430-6888x09476,angelachambers@example.com,Sean Guerrero,Returns,11318,13634,945,0,179,12829,0,687,Online,High,Cash,256GB,HDD,4GB,3/19/2023,4/1/2023
Africa,Tanzania,Ruvuma,Ricks Computers,1,Asus,ROG Zephyrus S GX701,Tina,Wood,582-747-9669,rachelturner@example.net,David Osborn,Returns,8211,10214,240,0,309,8286,12045,426,Online,Medium,Finance,1TB,HDD,4GB,2/11/2023,3/7/2023
Africa,Ghana,Upper East,KyaSand Tech Gadgets,5,Acer,Aspire 7,Susan,Morgan,858-937-6992,victoria36@example.com,Kevin Lee,New Sales,11354,15642,651,0,64,14269,0,682,Offline,Medium,Cash,500GB,SSD,8GB,10/26/2023,N/A
Africa,Angola,Lunda Norte,Greens Laptops and PCs,8,Microsoft,Surface Laptop,Joshua,Dixon,001-593-134-9142x1523,stephanie28@example.com,Lori Anderson,New Sales,22857,26615,829,0,654,26126,0,694,Offline,High,Bank Transfer,256GB,SSD,4GB,12/6/2022,N/A
Africa,Morocco,Fes,Western International PCs,2,Acer,Aspire 7,Nathaniel,Garcia,8305639632,kevinluna@example.org,Adam Schwartz,Repairs,2614,5464,392,1063,571,4728,0,573,Offline,Medium,Cash,1TB,SSD,4GB,12/18/2022,N/A
North America,Texas,Laredo,DEF Machines,1,MSI,P65 Creator,John,Donovan,001-410-812-2182x616,williamdavis@example.com,Ashley Wright,New Sales,15217,17224,36,0,950,16306,0,845,Offline,Low,Cash,1TB,SSD,2GB,10/14/2022,N/A
Africa,Morocco,Taroudant,Greens Laptops and PCs,4,Microsoft,Surface Neo,William,Gregory,001-840-246-9513x31980,browningwendy@example.com,Emma Scott,New Sales,3538,6982,582,0,902,5316,0,626,Offline,High,Cash,500GB,SSD,8GB,1/27/2024,N/A
North America,Michigan,Holland,ABC Computers,7,HP,Chromebook,Candice,Carney,(606)755-5573x8325,fletchererica@example.org,Erika Larsen,Repairs,23335,25556,189,2017,725,25390,0,655,Offline,Medium,Cash,256GB,SSD,4GB,2/3/2022,N/A
North America,Georgia,Alpharetta,Jacks Hardware,9,Toshiba,Qosmio,Micheal,Myers,797-279-0968,zacharymurray@example.net,Christine Ramirez,Returns,17800,21632,297,0,272,19515,0,481,Offline,Medium,Cash,500GB,HDD,16GB,8/5/2021,N/A
North America,Illinois,Hoffman Estates,KyaSand Tech Gadgets,4,Microsoft,Surface Laptop,Lori,Thomas,694-603-8425x5802,jonesrobin@example.com,Katie Fernandez,New Sales,20796,25204,679,0,213,24642,0,427,Online,Medium,Bank Transfer,500GB,SSD,16GB,10/3/2022,10/30/2022
North America,Ohio,Westerville,DEF Machines,9,Toshiba,Portege,Natalie,Russell,(408)123-5192,adam75@example.org,Mr. Nathan Douglas,New Sales,21871,25022,402,0,401,22692,0,722,Online,Medium,Cash,1TB,SSD,4GB,1/19/2022,2/6/2022
Africa,Angola,Benguela,A & A PCs,6,Dell,Precision,Stephanie,Dougherty,(285)883-3255x80732,steven25@example.com,Hector Robertson,Repairs,22857,25277,919,3842,998,23624,34908,602,Offline,Low,Finance,500GB,HDD,8GB,12/2/2022,N/A
Africa,Tanzania,Pemba Kaskazini,LJ Computers,4,Apple,Apple MacBook Air,Lynn,Palmer,864.856.9286,stephaniebullock@example.com,Alicia Evans,Repairs,24114,27842,574,3477,470,26456,0,448,Online,Medium,Bank Transfer,500GB,HDD,8GB,8/15/2021,9/1/2021
Africa,Angola,Benguela,Western International PCs,5,Dell,Precision,Kenneth,Carroll,(686)071-7013x4475,fergusonanthony@example.org,Hector Robertson,New Sales,15648,20572,963,0,200,19439,27301,412,Offline,High,Finance,256GB,SSD,2GB,11/3/2022,N/A
North America,Pennsylvania,Bethlehem,Ricks Computers,5,Samsung,Notebook 9 Pro,Victor,Sawyer,(531)006-3644x6220,robertsonkayla@example.org,Carl Davis,Second-hand Sales,11611,15028,320,0,239,11928,0,553,Offline,Low,Bank Transfer,256GB,SSD,4GB,8/17/2021,N/A
Africa,Angola,Huambo,Benjis Tech,8,HP,Elitebook,Michael,Patel,+1-921-232-6931x43861,diane22@example.org,James Thornton,Second-hand Sales,18090,22909,163,0,739,21669,15733,587,Offline,High,Finance,256GB,SSD,4GB,9/18/2022,N/A
Africa,Kenya,Turkana,DEF Machines,5,Apple,Apple MacBook Pro,Rachel,Glass,126.913.7785x754,parkeryolanda@example.net,Cassandra Mcmillan,New Sales,26229,29903,382,0,755,27454,0,587,Offline,High,Cash,256GB,SSD,4GB,4/20/2021,N/A
Africa,Angola,Namibe,ABC Computers,10,Microsoft,Surface Book,Jeffrey,Olson,815-812-8779x3737,edwarddaniels@example.org,Kimberly Duncan,New Sales,13273,15898,130,0,398,14050,41654,430,Offline,High,Finance,256GB,SSD,8GB,2/27/2022,N/A
Africa,Morocco,Assa-Zag,Ricks Computers,2,Asus,ROG Zephyrus S GX701,Matthew,Nelson,+1-889-239-4611x1555,amanda06@example.com,Adam Schwartz,Second-hand Sales,25222,30012,601,0,274,28936,0,679,Offline,Low,Bank Transfer,1TB,HDD,8GB,9/28/2023,N/A
North America,Ohio,Euclid,Western International PCs,6,Asus,Chromebook Flip C434,Karen,Ortega,001-874-698-6990x68883,charles86@example.com,Roger Cole,Second-hand Sales,12638,15895,888,0,356,13103,10324,483,Offline,High,Finance,500GB,SSD,4GB,7/24/2021,N/A
North America,Texas,Frisco,Jacks Hardware,5,Acer,Swift 3,Brianna,Cruz,001-163-997-8033x97880,vserrano@example.net,Lauren Morales,Repairs,14998,19714,399,3290,922,19357,0,836,Offline,Medium,Cash,1TB,SSD,8GB,7/27/2021,N/A
Africa,Morocco,Laayoune-Sakia El Hamra,Western International PCs,2,Toshiba,Qosmio,Rebecca,Andrews,001-727-951-1477,whoward@example.org,Gina Day,Second-hand Sales,6927,10698,724,0,13,8634,0,848,Offline,High,Cash,256GB,HDD,4GB,1/1/2022,N/A
North America,Pennsylvania,Williamsport,A & A PCs,3,HP,Spectre,Jerry,Doyle,729-186-3406x512,schneidermicheal@example.com,Beth James,Second-hand Sales,6538,11374,605,0,937,9176,10956,557,Offline,Low,Finance,256GB,SSD,8GB,10/26/2023,N/A
North America,Pennsylvania,Lancaster,Mini Tech,3,Apple,Apple Macintosh Classic,Jacob,Mills,858-901-6124x696,dominguezcaleb@example.net,Leah Watts,New Sales,4792,8199,20,0,171,7047,0,672,Online,Medium,Bank Transfer,256GB,HDD,4GB,10/24/2023,10/26/2023
North America,Florida,Tallahassee,CK Tech Store,7,Acer,Swift 3,Kenneth,Leon,001-720-541-8068x7533,joshuafitzpatrick@example.com,Rachel Rowe,Second-hand Sales,24169,27570,911,0,856,26163,30051,667,Offline,High,Finance,1TB,SSD,8GB,10/6/2023,N/A
North America,North Carolina,Hickory,Western International PCs,6,Asus,VivoBook Flip 14,Samantha,Green,+1-199-746-7671x3307,glynch@example.net,Tamara Clark,Repairs,24789,28637,308,2750,629,25423,0,569,Offline,Medium,Bank Transfer,256GB,HDD,8GB,6/22/2021,N/A
Africa,Angola,Luanda,Mini Tech,7,Toshiba,Dynabook,David,Clayton,(669)889-4344,matthew40@example.org,Kimberly Duncan,Repairs,28971,33885,526,2054,840,32105,41311,702,Offline,High,Finance,500GB,SSD,16GB,10/28/2021,N/A
Africa,Morocco,Guelmim-Oued Noun,Jacks Hardware,7,MSI,GP76 Leopard,Daniel,Massey,4068050296,loveangela@example.org,Jessica Thomas,Returns,12813,17794,752,0,359,14021,0,432,Offline,High,Bank Transfer,1TB,SSD,4GB,5/29/2023,N/A
North America,Pennsylvania,Altoona,GH PC Shop,7,Acer,ConceptD 5,Allison,English,(307)132-1331x751,reidshawn@example.com,Lisa Graham,New Sales,6516,10082,898,0,810,8288,0,709,Online,Low,Cash,500GB,SSD,2GB,12/1/2023,12/23/2023
Africa,Ethiopia,Dire Dawa,Benjis Tech,10,Acer,Predator Triton 500,Kimberly,Hill,159.434.5992x1933,tsanford@example.org,Kenneth Herring,New Sales,25889,29194,643,0,332,28662,0,427,Online,High,Bank Transfer,256GB,HDD,4GB,7/23/2022,7/29/2022
Africa,Nigeria,Niger,A & A PCs,9,Toshiba,Qosmio,Barbara,Nash,483-386-9201,michael73@example.net,Mary Shaw,Second-hand Sales,15165,18507,732,0,529,17806,0,528,Offline,Medium,Cash,256GB,HDD,4GB,11/11/2023,N/A
North America,Florida,Palm Bay,DEF Machines,2,Samsung,Notebook Flash,Angela,Smith,856.162.2886,kramermichael@example.net,Mark Evans,Second-hand Sales,3179,5578,355,0,889,4518,1148,820,Online,Low,Finance,1TB,HDD,2GB,8/7/2023,8/28/2023
Africa,Morocco,Safi,Ricks Computers,6,Toshiba,Chromebook,Gregory,Lewis,524-959-5651x617,lyates@example.com,Gina Day,New Sales,8586,13566,583,0,288,12555,0,618,Online,High,Cash,1TB,HDD,2GB,1/15/2024,1/24/2024
Africa,Nigeria,Osun,Benjis Tech,2,MSI,GF63 Thin,Mark,Spears,+1-890-112-2739x35370,melvin44@example.net,Pamela Morgan,Returns,11690,14588,684,0,40,12771,29780,672,Online,High,Finance,1TB,HDD,16GB,5/14/2023,5/27/2023
North America,Ohio,Middletown,Greens Laptops and PCs,8,Lenovo,ThinkPad P15s,Deborah,Miller,(368)982-1775x8488,allenstephen@example.org,Roger Cole,Returns,28834,33044,107,0,245,32560,0,599,Offline,High,Bank Transfer,1TB,SSD,4GB,1/25/2022,N/A
North America,Ohio,Youngstown,Western International PCs,8,Microsoft,Surface Laptop,Larry,Olsen,+1-514-212-9242x95045,kristinbutler@example.net,Jason Gentry,New Sales,15725,18561,555,0,656,15764,0,540,Online,High,Bank Transfer,1TB,HDD,4GB,4/9/2021,4/15/2021
Africa,Nigeria,Anambra,Ricks Computers,3,Lenovo,IdeaPad Flex 5,Kent,Hall,1743422709,nealcraig@example.org,Collin Bryant,Repairs,14301,17168,133,3838,407,14580,2846,698,Online,High,Finance,256GB,HDD,4GB,9/29/2021,10/17/2021
North America,Pennsylvania,Oil City,GH PC Shop,5,HP,Stream,Christopher,Rice,-6957,benjamin14@example.net,Leah Watts,New Sales,20691,23748,718,0,515,20713,0,749,Online,Low,Cash,500GB,SSD,16GB,12/6/2021,12/18/2021
Africa,South Africa,Northern Cape,Ricks Computers,7,MSI,Alpha 15,Jessica,Gonzales,+1-045-846-2512x329,judy98@example.com,Daniel Lane,Repairs,28779,31967,940,3604,159,31664,0,826,Offline,Medium,Bank Transfer,1TB,SSD,16GB,6/2/2023,N/A
North America,Michigan,Holland,Mini Tech,4,MSI,GE76 Raider,Amanda,Conner,(974)100-6213x5591,yhaney@example.net,Casey Dunn,Second-hand Sales,26448,31337,40,0,246,28014,29227,774,Online,Medium,Finance,500GB,SSD,8GB,4/27/2021,5/9/2021
Africa,Egypt,Minya,Frankies Hardware and Software,10,HP,Chromebook,Isaac,Gonzalez,510-494-5389,nathan38@example.org,Allison Gilbert,New Sales,7280,9383,865,0,396,7676,27741,643,Online,High,Finance,1TB,HDD,16GB,1/20/2022,2/7/2022
Africa,Ethiopia,Amhara,KyaSand Tech Gadgets,2,Dell,Vostro,James,Watkins,672.694.1729x4599,colton97@example.com,Jacob Spencer,Second-hand Sales,5176,7901,14,0,696,5759,0,704,Offline,Low,Bank Transfer,256GB,HDD,8GB,1/3/2022,N/A
Africa,Nigeria,Ogun,Benjis Tech,1,Apple,Apple Mac Pro,Cassandra,Sanders,+1-777-298-2232x87444,kathleen40@example.net,Diana Waters,Repairs,29303,33907,401,1627,396,33407,0,673,Online,Medium,Bank Transfer,500GB,HDD,8GB,1/30/2023,2/23/2023
Africa,Kenya,Baringo,KyaSand Tech Gadgets,2,Lenovo,IdeaPad 5,Elizabeth,Smith,+1-382-118-7990x73535,andersonmaria@example.net,Amy Johnson,Repairs,7182,11546,895,2177,430,9612,0,452,Offline,High,Bank Transfer,500GB,SSD,8GB,4/14/2022,N/A
Africa,Tanzania,Ruvuma,Greens Laptops and PCs,7,Microsoft,Surface Laptop,Rhonda,Taylor,(985)259-4439x98216,jking@example.com,Mitchell Atkins,Repairs,7762,10541,929,4898,336,8941,0,576,Offline,Low,Bank Transfer,256GB,HDD,2GB,12/20/2023,N/A
Africa,Morocco,Berkane,S & A Computer Place,4,Apple,Apple Lisa,Dale,Brown,+1-962-393-6885x56661,scottmartinez@example.org,Brian Johnson,Returns,28302,31332,69,0,464,29712,0,713,Online,High,Bank Transfer,1TB,SSD,2GB,12/14/2022,1/3/2023
North America,Florida,Hialeah,A & A PCs,8,Microsoft,Surface Duo,Jessica,Meyers,788-595-7958x4056,nbradford@example.com,Mary Kidd,Repairs,6283,9932,326,2478,648,9234,0,652,Online,High,Cash,1TB,HDD,4GB,9/29/2022,10/28/2022
North America,Georgia,Statesboro,GHI Machines,3,Dell,XPS,Robert,Richards,001-289-468-2899,murraymonique@example.com,Christine Ramirez,Second-hand Sales,6249,10694,907,0,389,7265,0,689,Online,Medium,Cash,500GB,SSD,2GB,8/24/2021,9/14/2021
Africa,Nigeria,Ogun,Ricks Computers,2,Samsung,Notebook 5,Jackie,Garcia,001-572-344-8670x241,ovasquez@example.net,Brian Gonzales,Returns,28935,31625,319,0,386,29823,43466,607,Online,Medium,Finance,500GB,HDD,2GB,4/24/2023,5/3/2023
North America,California,Irvine,ABC Computers,5,Samsung,Galaxy Book S,Deborah,Ayala,-3588,andrewstodd@example.net,Rachel Mitchell,New Sales,28474,31455,801,0,205,30411,0,437,Offline,Medium,Bank Transfer,500GB,HDD,4GB,7/7/2022,N/A
North America,North Carolina,Raleigh,DEF Machines,3,Toshiba,Portege,Troy,Alvarez,(211)823-4197x097,jamesgarcia@example.net,Eric Hall,Repairs,23894,28885,812,4636,897,25466,36348,445,Online,Medium,Finance,500GB,HDD,2GB,8/20/2023,9/19/2023
North America,Pennsylvania,Hermitage,ABC Computers,4,Asus,ZenBook Flip S UX371,Stacy,Gregory,(450)669-9950x46427,joneslisa@example.com,Nathan Villarreal,New Sales,4270,7519,236,0,797,5176,0,573,Online,Low,Cash,1TB,SSD,8GB,5/29/2022,6/6/2022
North America,Pennsylvania,Allentown,Benjis Tech,9,Toshiba,Qosmio,William,Johnson,877-994-7320x4210,ngoodman@example.net,Thomas Perry,New Sales,6911,9903,107,0,915,8286,0,667,Offline,Medium,Bank Transfer,256GB,SSD,4GB,7/5/2023,N/A
North America,Pennsylvania,Bethlehem,LJ Computers,4,Samsung,Notebook Flash,Matthew,Hall,(879)583-1745,taylorkenneth@example.org,Nathan Villarreal,Second-hand Sales,23044,25110,657,0,922,23377,0,739,Online,Low,Bank Transfer,1TB,HDD,16GB,10/23/2022,10/24/2022
Africa,Ethiopia,Tigray,A & A PCs,6,Microsoft,Surface Duo,Christopher,Shah,680-371-6790,perryangela@example.org,Michael Summers,Second-hand Sales,16091,18265,750,0,891,16766,18402,630,Offline,High,Finance,256GB,HDD,2GB,8/1/2022,N/A
Africa,Angola,Luanda,GHI Machines,10,Lenovo,ThinkPad X1 Carbon,Autumn,Hall,966.864.3653x1566,mwallace@example.net,Kenneth Willis,Repairs,3642,7931,771,1275,87,6151,0,727,Offline,Medium,Cash,500GB,HDD,2GB,1/1/2022,N/A
Africa,South Africa,Mpumalanga,GH PC Shop,8,Apple,Apple Mac Pro,Henry,Pineda,284-948-3585,barbara02@example.com,Jonathan Huang,New Sales,29566,34207,483,0,222,32577,4811,803,Offline,Medium,Finance,500GB,SSD,4GB,9/10/2022,N/A
North America,North Carolina,New Bern,Frankies Hardware and Software,4,Asus,ProArt StudioBook Pro X,Eric,Shaw,(073)466-1430x341,mistyberry@example.com,Catherine Cuevas,New Sales,23984,28780,869,0,744,26756,46847,690,Offline,Medium,Finance,1TB,HDD,8GB,12/24/2023,N/A
North America,Georgia,East Point,Jacks Hardware,8,HP,Elitebook,Betty,Cohen,052.381.7661,rachelrobinson@example.com,Chris Jones,Second-hand Sales,28847,31780,181,0,614,29946,37624,826,Offline,Medium,Finance,1TB,HDD,4GB,5/5/2022,N/A
Africa,Nigeria,Taraba,Ricks Computers,1,Toshiba,Libretto,Lisa,Garcia,+1-628-997-6631x8318,jacobswesley@example.org,Lisa Morgan,Repairs,8399,12154,504,2696,843,11767,0,629,Offline,Medium,Bank Transfer,500GB,HDD,4GB,9/7/2021,N/A
North America,North Carolina,Charlotte,XYZ Tech,7,Lenovo,IdeaPad Flex 5,Lance,Ingram,591-053-0607,shicks@example.net,Brittany Franklin,Second-hand Sales,9011,13689,741,0,780,12384,0,563,Offline,Medium,Cash,256GB,SSD,2GB,3/13/2022,N/A
North America,Pennsylvania,Monessen,Jacks Hardware,6,Asus,ProArt StudioBook Pro X,Andrea,Smith,(182)484-4878x91351,vclark@example.org,Julia Dodson,Second-hand Sales,6778,10221,716,0,583,9144,0,713,Online,Low,Cash,500GB,HDD,2GB,11/9/2022,11/17/2022
North America,Michigan,Grand Rapids,ABC Computers,10,Lenovo,ThinkPad T14,Kara,Smith,(797)515-7262x919,umarshall@example.net,Veronica Larson,New Sales,12042,14831,116,0,736,13853,23841,817,Offline,Medium,Finance,1TB,HDD,8GB,1/18/2022,N/A
North America,Georgia,Johns Creek,Frankies Hardware and Software,8,MSI,GP65 Leopard,Tina,Carter,719-221-5248,kaylagonzalez@example.net,Ashley Thomas,New Sales,8768,13323,162,0,433,13212,0,407,Online,Low,Bank Transfer,1TB,HDD,2GB,7/19/2021,7/23/2021
North America,Georgia,Douglasville,Western International PCs,3,Dell,Vostro,Rebecca,Davenport,+1-560-137-0846x1242,sara47@example.com,Michael Turner,New Sales,29216,32223,651,0,320,31945,0,497,Offline,Medium,Cash,1TB,SSD,16GB,7/12/2023,N/A
North America,Texas,Dallas,XYZ Tech,10,Acer,Chromebook Spin 311,Megan,Lynch,235-472-1460x8916,nhill@example.com,Melanie Taylor,New Sales,29178,33404,135,0,633,29471,0,647,Offline,Low,Bank Transfer,1TB,HDD,2GB,12/24/2023,N/A
North America,North Carolina,Havelock,CK Tech Store,3,MSI,P65 Creator,Marcus,Salinas,(018)395-7245,alexis67@example.org,Morgan Moore,Second-hand Sales,8728,12929,327,0,73,11519,0,717,Offline,High,Bank Transfer,1TB,SSD,16GB,4/5/2022,N/A
North America,Texas,Odessa,XYZ Tech,4,Lenovo,ThinkPad X13 Yoga,Kayla,Hughes,709.612.4091x917,gary58@example.org,Mike Miranda,Second-hand Sales,15339,17947,617,0,684,17750,0,836,Online,High,Cash,1TB,SSD,16GB,2/1/2022,2/10/2022
North America,Ohio,Euclid,Western International PCs,10,Asus,ROG Strix Scar III,Michael,Avery,2567372685,joanna51@example.net,Mr. Nathan Douglas,Repairs,13513,17784,108,1022,717,14050,0,742,Online,Low,Bank Transfer,500GB,SSD,16GB,6/29/2021,7/13/2021
North America,Michigan,Ann Arbor,LJ Computers,7,Samsung,Notebook Flash,Ronald,Santana,001-046-253-0768x4770,chad12@example.net,Allen Juarez,Returns,21264,26011,454,0,252,26000,0,753,Offline,Low,Bank Transfer,256GB,HDD,16GB,1/21/2022,N/A
North America,Texas,Round Rock,CK Tech Store,8,Acer,Aspire E 15,Michelle,Cox,334.474.8240x17619,mlove@example.com,Ashley Wright,Second-hand Sales,15474,18611,377,0,721,17661,0,832,Offline,Low,Cash,1TB,HDD,16GB,6/17/2022,N/A
Africa,Tanzania,Kilimanjaro,CK Tech Store,8,Dell,Vostro,Amanda,Parker,053-577-7811x38203,debra90@example.com,Corey Rasmussen,Returns,9752,12342,21,0,487,11472,0,492,Online,Low,Bank Transfer,256GB,HDD,8GB,8/24/2023,9/22/2023
North America,Texas,Laredo,GHI Machines,6,Toshiba,Dynabook,Lindsey,Landry,476-084-7674x624,kwashington@example.org,Lauren Morales,Second-hand Sales,24356,26892,381,0,477,26841,20131,670,Online,Low,Finance,500GB,HDD,4GB,1/12/2022,1/20/2022
Africa,Egypt,Aswan,ABC Computers,10,Samsung,Notebook 9 Pen,Tonya,Hayes,8906414434,bdawson@example.net,Allison Gilbert,New Sales,23984,26988,632,0,226,25149,40316,812,Offline,Medium,Finance,500GB,SSD,16GB,10/23/2023,N/A
North America,Illinois,Champaign,ABC Computers,7,Acer,ConceptD 5,Sarah,Ortiz,(103)624-3981x217,darryl74@example.com,Curtis Tucker,Second-hand Sales,15216,17485,532,0,730,17384,29981,556,Offline,Medium,Finance,500GB,HDD,16GB,3/12/2021,N/A
Africa,Nigeria,Osun,Greens Laptops and PCs,6,HP,ZBook,Robin,Sweeney,965.285.1599x843,harrisallen@example.net,Brian Gonzales,New Sales,6830,9815,636,0,658,7230,36917,420,Offline,High,Finance,256GB,HDD,4GB,1/28/2024,N/A
North America,Georgia,Peachtree City,Western International PCs,6,HP,Pavilion,Cynthia,Morris,205.747.1320,jennifer01@example.com,Christine Ramirez,Second-hand Sales,10673,14332,216,0,228,14268,0,631,Online,Low,Bank Transfer,256GB,SSD,2GB,6/30/2023,7/24/2023
North America,Ohio,Columbus,LJ Computers,9,HP,Envy,Mason,Turner,(339)625-7643,kristina19@example.net,Max Mccann,Returns,25888,28710,314,0,695,28500,0,514,Offline,High,Cash,1TB,HDD,4GB,6/6/2023,N/A
North America,California,Fresno,LJ Computers,5,Acer,ConceptD 5,Sara,Ware,(156)454-8927,jonesdavid@example.org,Sean Rodriguez,New Sales,13877,17682,676,0,414,14618,0,423,Offline,Low,Cash,1TB,SSD,16GB,2/7/2022,N/A
North America,North Carolina,Fayetteville,CK Tech Store,6,Apple,Apple Mac Pro,Allison,Moody,249.555.0124,christine33@example.com,Morgan Moore,Repairs,26406,30763,340,2460,954,26698,0,522,Offline,High,Cash,256GB,HDD,16GB,1/11/2023,N/A
North America,Georgia,Warner Robins,KyaSand Tech Gadgets,5,MSI,GP76 Leopard,Lindsey,Mitchell,826-095-3013,thomas38@example.net,Ashley Thomas,Repairs,5152,7337,240,1555,245,6659,14401,515,Offline,Medium,Finance,256GB,HDD,16GB,3/8/2022,N/A
North America,Michigan,Southfield,DEF Machines,5,MSI,GS75 Stealth,Andrea,Zimmerman,+1-224-001-7379x10457,evansanthony@example.com,Tiffany Velez,New Sales,23468,27731,878,0,669,26612,35419,828,Online,High,Finance,1TB,HDD,2GB,3/9/2022,3/24/2022
North America,Pennsylvania,Hazleton,GH PC Shop,7,Lenovo,Legion 5,Curtis,Bartlett,055-198-2703,natashastephenson@example.org,Leah Watts,Repairs,11104,13674,250,2383,777,13223,0,682,Online,Low,Cash,500GB,HDD,8GB,6/20/2022,6/21/2022
